"Mon Feb 14 02:49:38 -0500 2011",41.4667,-71.3067
"Mon Feb 14 02:49:40 -0500 2011",9.03376,-79.5242
"Mon Feb 14 02:49:56 -0500 2011",39.2016,-76.8089
"Mon Feb 14 02:50:06 -0500 2011",28.0315,-80.6623
"Mon Feb 14 02:51:17 -0500 2011",46.0235,-66.6866
"Mon Feb 14 02:51:29 -0500 2011",30.513,-97.8127
"Mon Feb 14 02:51:44 -0500 2011",42.0797,-70.7777
"Mon Feb 14 02:51:48 -0500 2011",39.9239,-75.0681
"Mon Feb 14 02:52:01 -0500 2011",56.3194,-3.01181
"Mon Feb 14 02:52:28 -0500 2011",34.2325,-111.323
"Mon Feb 14 02:52:31 -0500 2011",40.6904,-74.0972
"Mon Feb 14 02:52:54 -0500 2011",43.1507,-77.6556
"Mon Feb 14 02:53:17 -0500 2011",40.6561,-73.9501
"Mon Feb 14 02:53:45 -0500 2011",42.5609,-83.1639
"Mon Feb 14 02:54:01 -0500 2011",39.671,-104.755
"Mon Feb 14 02:54:06 -0500 2011",41.5898,-93.613
"Mon Feb 14 02:54:17 -0500 2011",40.7546,-74.0481
"Mon Feb 14 02:55:03 -0500 2011",34.2162,-103.433
"Mon Feb 14 02:55:55 -0500 2011",40.7445,-73.9945
"Mon Feb 14 02:56:30 -0500 2011",36.084,-95.9716
"Mon Feb 14 02:56:40 -0500 2011",42.954,-81.1962
"Mon Feb 14 02:56:51 -0500 2011",38.9821,-77.5031
"Mon Feb 14 02:57:48 -0500 2011",41.7429,-88.2388
"Mon Feb 14 02:59:33 -0500 2011",35.1085,-89.8715
"Mon Feb 14 03:00:30 -0500 2011",-8.13611,-34.9017
"Mon Feb 14 03:00:32 -0500 2011",36.0634,-95.6889
"Mon Feb 14 03:00:40 -0500 2011",39.2903,-76.6172
"Mon Feb 14 03:00:45 -0500 2011",38.4851,-90.2736
"Mon Feb 14 03:01:09 -0500 2011",30.2106,-92.0472
"Mon Feb 14 03:02:04 -0500 2011",40.7618,-73.3597
"Mon Feb 14 03:02:43 -0500 2011",-23.4133,-51.4325
"Mon Feb 14 03:02:52 -0500 2011",-23.5566,-46.5462
"Mon Feb 14 03:04:46 -0500 2011",38.6648,-121.122
"Mon Feb 14 03:05:19 -0500 2011",40.4195,-79.97
"Mon Feb 14 03:06:46 -0500 2011",38.8298,-76.9127
"Mon Feb 14 03:08:37 -0500 2011",45.2873,-111.4
"Mon Feb 14 03:08:54 -0500 2011",-23.9904,-46.2841
"Mon Feb 14 03:10:17 -0500 2011",38.8846,-77.1139
"Mon Feb 14 03:10:41 -0500 2011",33.4564,-112.347
"Mon Feb 14 03:11:00 -0500 2011",33.8949,-118.326
"Mon Feb 14 03:11:09 -0500 2011",10.7117,-71.6352
"Mon Feb 14 03:11:27 -0500 2011",44.8968,-93.5244
"Mon Feb 14 03:12:35 -0500 2011",49.6933,-112.842
"Mon Feb 14 03:12:49 -0500 2011",-23.3937,-51.4196
"Mon Feb 14 03:15:16 -0500 2011",28.3714,-81.551
"Mon Feb 14 03:17:40 -0500 2011",-3.13973,-60.0057
"Mon Feb 14 03:22:27 -0500 2011",39.7578,-104.998
"Mon Feb 14 03:22:41 -0500 2011",40.7085,-74.0118
"Mon Feb 14 03:23:40 -0500 2011",19.4583,-99.0472
"Mon Feb 14 03:26:22 -0500 2011",34.0523,-118.466
"Mon Feb 14 03:27:33 -0500 2011",38.7865,-90.0146
"Mon Feb 14 03:28:05 -0500 2011",25.7,-80.4446
"Mon Feb 14 03:28:39 -0500 2011",41.6634,-83.6078
"Mon Feb 14 03:28:49 -0500 2011",38.4751,-121.466
"Mon Feb 14 03:28:55 -0500 2011",19.444,-70.6688
